loja,ean,sku,nome,marca,precoDe,precoPor,oferta,print_tela_path,link
masonline,7790070034311,42229,Nuggets De Pollo Granja Del Sol 400 G,Granja Del Sol,10379.00,,,,https://www.masonline.com.ar/nuggets-pollo-crocantes-granja-del-sol-x300-gr-2/p
masonline,7790070034311,42229,Nuggets De Pollo Granja Del Sol 400 G,Granja Del Sol,10379.00,,,,https://www.masonline.com.ar/nuggets-pollo-crocantes-granja-del-sol-x300-gr-2/p
masonline,7790070034311,42229,Nuggets De Pollo Granja Del Sol 400 G,Granja Del Sol,10379.00,,,,https://www.masonline.com.ar/nuggets-pollo-crocantes-granja-del-sol-x300-gr-2/p
masonline,7790070036063,189976,Supremas Granja Del Sol 4 U,Granja Del Sol,10159.00,,,,https://www.masonline.com.ar/supremas-granja-del-sol-4u-2/p
masonline,7790070036131,189973,Medallones Granja Del Sol De Pollo 4 U,Granja Del Sol,8009.00,,,,https://www.masonline.com.ar/medallones-granja-del-sol-de-pollo-4u-2/p
masonline,7790070036148,189972,Supremitas Granja Del Sol De Pollo 480 G,Granja Del Sol,11919.00,,,,https://www.masonline.com.ar/supremitas-granja-del-sol-de-pollo-4u-2/p
masonline,7790070036285,192913,Espinaca Granja Del Sol Congelada 1kg,Granja Del Sol,8869.00,,,,https://www.masonline.com.ar/espinaca-granja-del-sol-congelada-1kg-2/p
masonline,7790070036315,213158,Espinaca Congelada Lucchetti 400g,Lucchetti,3279.00,,,,https://www.masonline.com.ar/espinaca-congelada-lucchetti-400g-2/p
masonline,7790070036322,213198,Brócoli Congelado Lucchetti 300g,Lucchetti,3729.00,,,,https://www.masonline.com.ar/brocoli-congelado-lucchetti-300g-2/p
masonline,7790070036346,214263,Acelga Lucchetti Congelada 450 G,Lucchetti,3899.00,,,,https://www.masonline.com.ar/acelga-lucchetti-congelada-450-g-2/p
masonline,7790070036155,204662,Milanesas De Legumbres Granja Del Sol 4u,Granja Del Sol,5719.00,,,,https://www.masonline.com.ar/milanesas-de-legumbres-granja-del-sol-4u-2/p
masonline,7790070036278,192914,Espinaca Granja Del Sol Congelada 500g,Granja Del Sol,4849.00,,,,https://www.masonline.com.ar/espinaca-granja-del-sol-congelada-500g-2/p
masonline,7790070036414,213267,Arvejas Congeladas Lucchetti 300g,Lucchetti,3339.00,,,,https://www.masonline.com.ar/arvejas-congeladas-lucchetti-300g-2/p
masonline,7790070036308,192911,Brocoli Granja Del Sol 400g,Granja Del Sol,5419.00,3999.00,sim,,https://www.masonline.com.ar/brocoli-granja-del-sol-400g-2/p
masonline,7790070036261,213156,Medallones Veggies Granja Del Sol Con Cebolla Caramelizada Y Arroz Yamaní 440g 4u,Granja Del Sol,7109.00,,,,https://www.masonline.com.ar/medallones-veggies-granja-del-sol-con-cebolla-caramelizada-y-arroz-yamani-440g-4u-2/p
masonline,7790070036292,192912,Acelga Granja Del Sol 500g,Granja Del Sol,4839.00,,,,https://www.masonline.com.ar/acelga-granja-del-sol-500g-2/p
masonline,7790070036513,225170,Bastoncitos Granja Del Sol De Merluza 300 G,Granja Del Sol,4999.00,,,,https://www.masonline.com.ar/bastoncitos-de-merluza-granja-del-sol-300-gr-2/p
masonline,7790070036520,230469,Medallones Granja Del Sol De Merluza 450 G,Granja Del Sol,8499.00,,,,https://www.masonline.com.ar/medallones-granja-del-sol-de-merluza-450-g/p
masonline,7790070036384,192907,Arvejas Granja Del Sol 300g,Granja Del Sol,3629.00,,,,https://www.masonline.com.ar/arvejas-granja-del-sol-300g-2/p
masonline,7790070036391,192906,Mix Primavera Granja Del Sol 400g,Granja Del Sol,4479.00,,,,https://www.masonline.com.ar/mix-primavera-granja-del-sol-400g-2/p
masonline,7790070036629,218493,Bocaditos De Pollo Lucchetti 800 G,Lucchetti,13849.00,,,,https://www.masonline.com.ar/bocaditos-de-pollo-lucchetti-800-g-2/p
masonline,7790070036636,220784,Formitas De Pollo Lucchetti 350 G,Lucchetti,5399.00,,,,https://www.masonline.com.ar/formitas-de-pollo-lucchetti-350-g-2/p
masonline,7790070040022,217742,Pizza A La Piedra Sibarita Mozzarella 680 G 1u,Sibarita,16109.00,,,,https://www.masonline.com.ar/pizza-a-la-piedra-sibarita-mozzarella-680-g-1u-2/p
masonline,7790070036650,218494,Bocaditos De Pollo Lucchetti 400 G,Lucchetti,7239.00,,,,https://www.masonline.com.ar/bocaditos-de-pollo-lucchetti-400-g-2/p
masonline,7790070036438,214545,Milas Grandes De Soja Lucchetti 650 G 4u,Lucchetti,7829.00,,,,https://www.masonline.com.ar/milas-grandes-de-soja-lucchetti-650-g-4u-2/p
masonline,7790070040015,217741,Pizza A La Piedra Sibarita Mozzarella 470 G 1u,Sibarita,11509.00,6899.00,sim,,https://www.masonline.com.ar/pizza-a-la-piedra-sibarita-mozzarella-470-g-1u-2/p
masonline,7790070036506,223314,Filetes De Merluza Granja Del Sol Rebozados 500 G,Granja Del Sol,11999.00,,,,https://www.masonline.com.ar/filetes-de-merluza-grnaja-del-sol-rebozados-500-g-2/p
masonline,7790070100375,240202,Yerba Mate Nobleza Gaucha Cimarrón 500 Kg,Nobleza Gaucha,2299.00,,,,https://www.masonline.com.ar/yerba-mate-nobleza-gaucha-cimarron-500-kg/p
masonline,7790070040039,217743,Pizza A La Piedra Sibarita Muzzarella 940 G 2u,Sibarita,21869.00,,,,https://www.masonline.com.ar/pizza-a-la-piedra-sibarita-muzzarella-940-g-2u-2/p
masonline,7790070100283,231856,Pan Rallado Preferido Libre De Gluten 350 G,Preferido,4099.00,,,,https://www.masonline.com.ar/pan-rallado-preferido-libre-de-gluten-350-g/p
masonline,7790070040046,227857,Pizza Sibarita Mozzarella Y Jamon 530 G,Sibarita,16109.00,,,,https://www.masonline.com.ar/pizza-sibarita-mozzarella-y-jamon-530-g-2/p
masonline,7790070034311,42229,Nuggets De Pollo Granja Del Sol 400 G,Granja Del Sol,10379.00,,,,https://www.masonline.com.ar/nuggets-pollo-crocantes-granja-del-sol-x300-gr-2/p
masonline,7790070103901,241510,Relleno Para Fajitas Granja Del Sol Vegetales 500 G,Granja Del Sol,9989.00,,,,https://www.masonline.com.ar/relleno-para-fajitas-granja-del-sol-vegetales-500-g/p
masonline,7790070103994,241512,Relleno Para Tarta Granja Del Sol Calabaza Y Choclo 550 G,Granja Del Sol,8999.00,,,,https://www.masonline.com.ar/relleno-para-tarta-granja-del-sol-calabaza-y-choclo-550-g/p
masonline,7790070103918,241511,Relleno Para Fajitas Granja Del Sol Vegetales Y Pollo 500 G,Granja Del Sol,9989.00,,,,https://www.masonline.com.ar/relleno-para-fajitas-granja-del-sol-vegetales-y-pollo-500-g/p
masonline,7790070103925,241513,Relleno Para Tarta Granja Del Sol Espinaca 550 G,Granja Del Sol,8999.00,,,,https://www.masonline.com.ar/relleno-para-tarta-granja-del-sol-espinaca-550-g/p
masonline,7790070231833,162574,Aceite De Oliva Lira Extra Virgen 500 Ml,Lira,15019.00,,,,https://www.masonline.com.ar/aceite-oliva-extra-virgen-lira-500-ml-2/p
masonline,7790070509116,13444,Yerba Mate Nobleza Gaucha Serena Sin Tacc 1 Kg,Nobleza Gaucha,4349.00,,,,https://www.masonline.com.ar/yerba-mate-nobleza-gaucha-con-palo-1kg-2/p
masonline,7790070228031,13303,Aceto Balsámico Cocinero 250 Ml,Cocinero,3269.00,2599.00,sim,,https://www.masonline.com.ar/aceto-balsamico-cocinero-250-cc-2/p
masonline,7790070231260,227952,Aceto Bálsamico Cocinero 500 Ml,Cocinero,7419.00,,,,https://www.masonline.com.ar/aceto-balsamico-cocinero-500-ml/p
masonline,7790070761033,213826,Espumante Nieto Senetiner Extra Brut 750 Ml,Nieto Senetiner,16499.00,,,,https://www.masonline.com.ar/espumante-nieto-senetiner-extra-brut-750-ml-2/p
masonline,7790070231833,162574,Aceite De Oliva Lira Extra Virgen 500 Ml,Lira,15019.00,,,,https://www.masonline.com.ar/aceite-oliva-extra-virgen-lira-500-ml-2/p
masonline,7790070231864,162571,Aceite De Oliva Cocinero Intenso 500 Ml,Cocinero,13649.00,,,,https://www.masonline.com.ar/aceite-oliva-ev-intenso-cocinero-500-ml-2/p
masonline,7790070231871,162570,Aceite De Oliva Cocinero Suave 500 Ml,Cocinero,13649.00,,,,https://www.masonline.com.ar/aceite-oliva-ev-suave-cocinero-500-ml-2/p
masonline,7790060023684,13289,Aceite De Girasol Cocinero 1.5 L,Cocinero,6159.00,5229.00,sim,,https://www.masonline.com.ar/aceite-de-girasol-cocinero-1-5-lt-2/p
masonline,7790070265098,193707,Aceite De Oliva Cocinero Extra Virgen Sin Tacc 500 Ml,Cocinero,13649.00,,,,https://www.masonline.com.ar/aceite-cocinero-de-oliva-extra-virgen-sintacc-500ml-2/p
masonline,7790070265333,220430,Aceite Fritolim Cocinero Clásico 120 G,Cocinero,4899.00,,,,https://www.masonline.com.ar/aceite-fritolim-cocinero-clasico-120-g-2/p
masonline,7790070265142,193702,Aceite De Oliva Cocinero 500 Ml,Cocinero,11549.00,,,,https://www.masonline.com.ar/aceite-cocinero-de-oliva-sintacc-500ml-2/p
masonline,7790070265098,193707,Aceite De Oliva Cocinero Extra Virgen Sin Tacc 500 Ml,Cocinero,13649.00,,,,https://www.masonline.com.ar/aceite-cocinero-de-oliva-extra-virgen-sintacc-500ml-2/p
masonline,7790070231871,162570,Aceite De Oliva Cocinero Suave 500 Ml,Cocinero,13649.00,,,,https://www.masonline.com.ar/aceite-oliva-ev-suave-cocinero-500-ml-2/p
masonline,7790070265098,193707,Aceite De Oliva Cocinero Extra Virgen Sin Tacc 500 Ml,Cocinero,13649.00,,,,https://www.masonline.com.ar/aceite-cocinero-de-oliva-extra-virgen-sintacc-500ml-2/p
masonline,7790070265340,220437,Aceite En Aerosol Cocinero Manteca 120 G,Cocinero,4899.00,,,,https://www.masonline.com.ar/aceite-fritolim-cocinero-sabor-manteca-120-g-2/p
masonline,7790070318381,13345,Fideos Soperos Letritas Lucchetti 500gr,Lucchetti,1499.00,,,,https://www.masonline.com.ar/fideos-soperos-letritas-lucchetti-500gr-2/p
masonline,7790070318398,13346,Fideos Soperos Dedalitos Lucchetti 500gr,Lucchetti,1499.00,,,,https://www.masonline.com.ar/fideos-soperos-dedalitos-lucchetti-500gr-2/p
masonline,7790070231833,162574,Aceite De Oliva Lira Extra Virgen 500 Ml,Lira,15019.00,,,,https://www.masonline.com.ar/aceite-oliva-extra-virgen-lira-500-ml-2/p
masonline,7790070318619,13349,Fideos Matarazzo Codito Rayado 500 G,Matarazzo,1849.00,,,,https://www.masonline.com.ar/fideos-codito-rayado-matarazzo-500gr-2/p
masonline,7790230033031,13688,Fideos Secos Moños Matarazzo 500 Gr,Matarazzo,2899.00,,,,https://www.masonline.com.ar/fideos-secos-monos-matarazzo-500-gr-2/p
masonline,7790070318855,13357,Fideos Municiones Lucchetti 500gr,Lucchetti,1499.00,,,,https://www.masonline.com.ar/fideos-municiones-lucchetti-500gr-2/p
masonline,7790070318374,13344,Fideos Soperos Ave Maria Lucchetti 500gr,Lucchetti,1499.00,,,,https://www.masonline.com.ar/fideos-soperos-ave-maria-lucchetti-500gr-2/p
masonline,7790070265333,220430,Aceite Fritolim Cocinero Clásico 120 G,Cocinero,4899.00,,,,https://www.masonline.com.ar/aceite-fritolim-cocinero-clasico-120-g-2/p
masonline,7790070320025,13364,Fideos Dedalitos 100% Trigo Candeal Matarazzo 500gr,Matarazzo,1849.00,,,,https://www.masonline.com.ar/fideos-dedalitos-100-trigo-candeal-matarazzo-500gr-2/p
masonline,7790070320032,13365,Fideos Municiones Matarazzo 500 Gr,Matarazzo,1849.00,,,,https://www.masonline.com.ar/fideos-municiones-matarazzo-500-gr-2/p
masonline,7790070336118,214730,Fideos Lucchetti Tallarin 500 G,Lucchetti,1499.00,,,,https://www.masonline.com.ar/fideos-lucchetti-tallarin-500-g-2/p
masonline,7790070320940,169987,Fajitas Lucchetti 280g 10u,Lucchetti,3099.00,,,,https://www.masonline.com.ar/fajitas-nuestra-panaderia-luchetti-280-gr-2/p
masonline,7790070336293,215594,Fideos Matarazzo Tirabuzón 500 G,Matarazzo,1849.00,,,,https://www.masonline.com.ar/fideos-tirabuzon-n-28-matarazzo-500gr-2/p
masonline,7790070322081,231844,Fideos Matarazzo Proteína Plus Mostachol 400 G,Matarazzo,4199.00,,,,https://www.masonline.com.ar/fideos-matarazzo-proteina-plus-mostachol-400-g/p
masonline,7790070320155,31116,Fideos Lucchetti Cabello De Ángel 500 G,Lucchetti,2409.00,,,,https://www.masonline.com.ar/fideos-cabello-de-angel-lucchetti-500-gr-2/p
masonline,7790070320100,2281,Capellettis Multicolor Luchettini 500 Gr,Luchettini,5449.00,,,,https://www.masonline.com.ar/capellettis-multicolor-luchettini-500-gr-2/p
masonline,7790070335616,222145,Fideos Largos Don Felipe Spaguetti 500 G,Don Felipe,2349.00,,,,https://www.masonline.com.ar/spaguetti-don-felipe-500-g-2/p
masonline,7790070335975,215579,Spaghettini Integrales Matarazzo 500gr,Matarazzo,2249.00,,,,https://www.masonline.com.ar/spaghettini-integrales-matarazzo-500gr-2/p
masonline,7790070335982,215580,Fideos Tirabuzón Matarazzo Libre De Gluten 500gr,Matarazzo,4499.00,,,,https://www.masonline.com.ar/fideos-tirabuzon-matarazzo-libre-de-gluten-500gr-2/p
masonline,7790070321664,233809,Fideos Don Vicente Fettuccini Espinaca 500 G,Don Vicente,4019.00,,,,https://www.masonline.com.ar/fideos-don-vicente-fettuccini-espinaca-500-g/p
masonline,7790070335999,215593,Fideos Penne Rigate Matarazzo Libre De Gluten 500gr,Matarazzo,4499.00,,,,https://www.masonline.com.ar/fideos-penne-rigate-matarazzo-libre-de-gluten-500gr-2/p
masonline,7790070336026,214729,Fideos Lucchetti Tirabuzón 500 G,Lucchetti,1499.00,,,,https://www.masonline.com.ar/fideos-lucchetti-tirabuzon-500-g-2/p
masonline,7790070336057,215599,Fideos Lucchetti Tirabuzón 3 Vegetales 500 G,Lucchetti,1919.00,,,,https://www.masonline.com.ar/fideos-tirabuzon-lucchetti-3-vegetales-500gr-2/p
masonline,7790070336071,216032,Fideos Terrabusi Fusilli Mix De Vegetales 500 G,Terrabusi,1349.00,,,,https://www.masonline.com.ar/fideos-fusilli-mix-de-vegetales-terrabusi-500gr-2/p
masonline,7790070336118,214730,Fideos Lucchetti Tallarin 500 G,Lucchetti,1499.00,,,,https://www.masonline.com.ar/fideos-lucchetti-tallarin-500-g-2/p
masonline,7790070336149,214719,Fideos Lucchetti Mostachol 500 G,Lucchetti,1499.00,,,,https://www.masonline.com.ar/fideos-lucchetti-mostachol-500-g-2/p
masonline,7790070335937,214716,Fideos Matarazzo Tirabuzon 3 Vegetales 500 G,Matarazzo,2149.00,,,,https://www.masonline.com.ar/fideos-matarazzo-tirabuzon-3-vegetales-500-g-2/p
masonline,7790070335968,214718,Fideos Matarazzo Tirabuzón Integral 500 G,Matarazzo,2249.00,,,,https://www.masonline.com.ar/fideos-matarazzo-tirabuzon-integral-500-g-2/p
masonline,7790070335944,214717,Fideos Matarazzo Penne Rigate 3 Vegetales 500 G,Matarazzo,2149.00,,,,https://www.masonline.com.ar/fideos-matarazzo-penne-rigate-3-vegetales-500-g-2/p
masonline,7790070335647,216030,Fideos Tirabuzón Al Huevo Don Felipe 500gr,Don Felipe,2349.00,,,,https://www.masonline.com.ar/fideos-tirabuzon-al-huevo-don-felipe-500gr-2/p
masonline,7790070336293,215594,Fideos Matarazzo Tirabuzón 500 G,Matarazzo,1849.00,,,,https://www.masonline.com.ar/fideos-tirabuzon-n-28-matarazzo-500gr-2/p
masonline,7790070336217,214731,Fideos Matarazzo Mostachol 500 G,Matarazzo,1849.00,,,,https://www.masonline.com.ar/fideos-matarazzo-mostachol-500-g-2/p
masonline,7790070336323,215595,Fideos Bucattini Matarazzo 500gr,Matarazzo,1849.00,,,,https://www.masonline.com.ar/fideos-bucattini-matarazzo-500gr-2/p
masonline,7790070336316,215587,Tallarin N° 5 Matarazzo 500gr,Matarazzo,1849.00,,,,https://www.masonline.com.ar/tallarin-n-5-matarazzo-500gr-2/p
masonline,7790070336361,215596,Fideos Penne Rigate N°45 Lucchetti 500gr,Lucchetti,1499.00,,,,https://www.masonline.com.ar/fideos-penne-rigate-n-45-lucchetti-500gr-2/p
masonline,7790070102027,216029,Fideos Tallarín Al Huevo Don Felipe 500gr,Don Felipe,2349.00,,,,https://www.masonline.com.ar/fideos-tallarin-al-huevo-don-felipe-500gr-2/p
masonline,7790070336200,214720,Fideos Matarazzo Penne Rigate 500 G,Matarazzo,1849.00,,,,https://www.masonline.com.ar/fideos-matarazzo-penne-rigate-500-g-2/p
masonline,7790070336477,216035,Fideos Tallarín N° 7 Terrabusi 500gr,Terrabusi,1119.00,,,,https://www.masonline.com.ar/fideos-tallarin-n-7-terrabusi-500gr-2/p
masonline,7790070336460,216034,Fideos Spaghetti N°3 Terrabusi 500gr,Terrabusi,1119.00,,,,https://www.masonline.com.ar/fideos-spaghetti-n-3-terrabusi-500gr-2/p
masonline,7790070336545,218530,Fideos Don Vicente Fettuccini 500 G,Don Vicente,3399.00,,,,https://www.masonline.com.ar/fideos-don-vicente-fettuccini-500-g-2/p
masonline,7790070336552,219231,Fideos Don Vicente Caserito 500 G,Don Vicente,3399.00,,,,https://www.masonline.com.ar/fideos-don-vicente-caserito-500-g-2/p
masonline,7790070336583,219859,Fideos Don Vicente Moños 500 G,Don Vicente,4529.00,,,,https://www.masonline.com.ar/fideos-don-vicente-monos-500-g-2/p
masonline,7790070336552,219231,Fideos Don Vicente Caserito 500 G,Don Vicente,3399.00,,,,https://www.masonline.com.ar/fideos-don-vicente-caserito-500-g-2/p
masonline,7790070336309,215586,Spaghetti N°3 Matarazzo 500gr,Matarazzo,1849.00,,,,https://www.masonline.com.ar/spaghetti-n-3-matarazzo-500gr-2/p
masonline,7790070336590,221087,Fideos Don Vicente Tirabuzón 500 G,Don Vicente,3399.00,,,,https://www.masonline.com.ar/fideos-don-vicente-tirabuzon-500-g-2/p
masonline,7790070336644,218648,Fideos Rina Matarazzo Fusilli 500 G,Matarazzo,3299.00,,,,https://www.masonline.com.ar/fideos-rina-matarazzo-fusilli-500-g-2/p
masonline,7790070336071,216032,Fideos Terrabusi Fusilli Mix De Vegetales 500 G,Terrabusi,1349.00,,,,https://www.masonline.com.ar/fideos-fusilli-mix-de-vegetales-terrabusi-500gr-2/p
masonline,7790070337023,220785,Lasagna Matarazzo 400 G,Matarazzo,3299.00,,,,https://www.masonline.com.ar/lasagna-matarazzo-400-g-2/p
masonline,7790070337207,233808,Fideos Don Vicente Fettuccini Morrón 500 G,Don Vicente,4019.00,,,,https://www.masonline.com.ar/fideos-don-vicente-fettuccini-morron-500-g/p
masonline,7790070410801,164093,Premezcla Cookies Exquisita Chocolate Con Chips 300gr,Exquisita,3399.00,,,,https://www.masonline.com.ar/cookies-exquisita-de-chocolate-con-chips-300gr-2/p
masonline,7790070410795,164094,Cookies Exquisita De Vainilla Con Chips De Chocolate 300gr,Exquisita,2839.00,,,,https://www.masonline.com.ar/cookies-exquisita-de-vainilla-con-chips-de-chocolate-300gr-2/p
masonline,7790070413116,164027,Flan Exquisita Vainilla 40 G,Exquisita,1199.00,,,,https://www.masonline.com.ar/flan-vainilla-exquisita-sobre-40g-2/p
masonline,7790070417183,216354,Chips Gallo Snacks Sabor Jamón 100 G,Gallo,3829.00,,,,https://www.masonline.com.ar/chips-gallo-snacks-sabor-jamon-100-g-2/p
masonline,7790070417572,161668,Oblea De Arroz Gallo 120 Gr,Gallo,8859.00,,,,https://www.masonline.com.ar/oblea-de-arroz-gallo-120-gr-2/p
masonline,7790070417572,161668,Oblea De Arroz Gallo 120 Gr,Gallo,8859.00,,,,https://www.masonline.com.ar/oblea-de-arroz-gallo-120-gr-2/p
masonline,7790070417572,161668,Oblea De Arroz Gallo 120 Gr,Gallo,8859.00,,,,https://www.masonline.com.ar/oblea-de-arroz-gallo-120-gr-2/p
masonline,7790070417916,13427,Postre Exquisita Dulce De Leche 80g,Exquisita,1199.00,,,,https://www.masonline.com.ar/postre-exquisita-8-vitaminas-dulce-de-leche-80-gr-2/p
masonline,7790070417893,13425,Postre Exquisita Vainilla 80g,Exquisita,1199.00,,,,https://www.masonline.com.ar/postre-exquisita-8-vitaminas-vainilla-80-gr-2/p
masonline,7790070417183,216354,Chips Gallo Snacks Sabor Jamón 100 G,Gallo,3829.00,,,,https://www.masonline.com.ar/chips-gallo-snacks-sabor-jamon-100-g-2/p
masonline,7790070417220,214127,Chips De Arroz Gallo Sabor Queso 150 G,Gallo,3779.00,,,,https://www.masonline.com.ar/chips-de-arroz-gallo-sabor-queso-150-g-2/p
masonline,7790070417954,171421,Postre Exquisita Chocolate Light 65g,Exquisita,6449.00,,,,https://www.masonline.com.ar/postre-de-chocolate-exquisita-light-65g-2/p
masonline,7790070418418,219277,Bizcochos Dulces De Arroz Gallo Snacks 50 G,Gallo,1999.00,,,,https://www.masonline.com.ar/bizcochos-dulces-de-arroz-gallo-snacks-50-g-2/p
masonline,7790070432858,218660,Brownies Exquisita De Chocolate 425 G,Exquisita,4999.00,,,,https://www.masonline.com.ar/brownies-exquisita-de-chocolate-425-g-2/p
masonline,7790070418203,160527,Alfajor De Arroz Chocoarroz Dulce De Leche 22 G,Chocoarroz,1599.00,,,,https://www.masonline.com.ar/alfajor-de-arroz-chocoarroz-dulce-de-leche-22gr-2/p
masonline,7790070418289,167785,Alfajor De Arroz Chocoarroz Blanco 22 G,Chocoarroz,1599.00,,,,https://www.masonline.com.ar/alfajor-de-arroz-chocoarroz-blanco-22gr-2/p
masonline,7790070418241,161032,Alfajor De Arroz Chocoarroz Limón 22 G,Chocoarroz,1599.00,,,,https://www.masonline.com.ar/alfajor-de-arroz-chocoarroz-limon-22gr-2/p
masonline,7790070418326,160526,Alfajor De Arroz Chocoarroz Marroc 22 G,Chocoarroz,1599.00,,,,https://www.masonline.com.ar/alfajor-de-arroz-chocoarroz-marroc-22gr-2/p
masonline,7790070418401,220405,Galletas De Arroz Gallo Crackeadas 100 G,Gallo,3199.00,1919.00,sim,,https://www.masonline.com.ar/galletas-de-arroz-gallo-crackeadas-100-g-2/p
masonline,7790070418425,213354,Bizcochos Dulces Gallo 100gr,Gallo,3599.00,,,,https://www.masonline.com.ar/bizcochos-dulces-gallo-100gr-2/p
masonline,7790070418449,214752,Bizcochos Tortita Negra Gallo 100gr,Gallo,3599.00,,,,https://www.masonline.com.ar/bizcocho-de-arroz-tortita-negra-100-gr-2/p
masonline,7790070418418,219277,Bizcochos Dulces De Arroz Gallo Snacks 50 G,Gallo,1999.00,,,,https://www.masonline.com.ar/bizcochos-dulces-de-arroz-gallo-snacks-50-g-2/p
masonline,7790070431295,216265,Postre Helado Exquisita Chocolate 55gr,Exquisita,1599.00,,,,https://www.masonline.com.ar/postre-helado-exquisita-chocolate-55gr-2/p
masonline,7790070431271,216264,Postre Helado Exquisita Vainilla 52gr,Exquisita,1599.00,,,,https://www.masonline.com.ar/postre-helado-exquisita-vainilla-52gr-2/p
masonline,7790070431011,216294,Premezcla Budin Exquisita Vainilla 300gr,Exquisita,2499.00,,,,https://www.masonline.com.ar/premezcla-budin-exquisita-vainilla-300gr-2/p
masonline,7790070418241,161032,Alfajor De Arroz Chocoarroz Limón 22 G,Chocoarroz,1599.00,,,,https://www.masonline.com.ar/alfajor-de-arroz-chocoarroz-limon-22gr-2/p
masonline,7790070418203,160527,Alfajor De Arroz Chocoarroz Dulce De Leche 22 G,Chocoarroz,1599.00,,,,https://www.masonline.com.ar/alfajor-de-arroz-chocoarroz-dulce-de-leche-22gr-2/p
masonline,7790070418326,160526,Alfajor De Arroz Chocoarroz Marroc 22 G,Chocoarroz,1599.00,,,,https://www.masonline.com.ar/alfajor-de-arroz-chocoarroz-marroc-22gr-2/p
masonline,7790070431448,214784,Arroz Gallo Largo Fino 1 Kg,Gallo,2199.00,,,,https://www.masonline.com.ar/arroz-gallo-largo-fino-1-kg-4/p
masonline,7790070431509,214790,Arroz Parboil Lucchetti 1 Kg,Lucchetti,2099.00,,,,https://www.masonline.com.ar/arroz-lucchetti-parboil-1-kg-2/p
masonline,7790070431486,213741,Arroz Largo Fino Lucchetti 1 Kg,Lucchetti,1799.00,,,,https://www.masonline.com.ar/arroz-largo-fino-lucchetti-1kg-2-2/p
masonline,7790070431509,214790,Arroz Parboil Lucchetti 1 Kg,Lucchetti,2099.00,,,,https://www.masonline.com.ar/arroz-lucchetti-parboil-1-kg-2/p
masonline,7790070431516,214787,Arroz Lucchetti Parboil 500 G,Lucchetti,1109.00,,,,https://www.masonline.com.ar/arroz-lucchetti-parboil-500-g-2/p
masonline,7790070431431,213740,Arroz Gallo Doble Carolina 500 G,Gallo,1869.00,,,,https://www.masonline.com.ar/arroz-doble-carolina-gallo-500gr-2/p
masonline,7790070431523,215552,Risotto Trattoria Gallo Sabor Champiñones 240gr,Gallo,4399.00,,,,https://www.masonline.com.ar/risotto-trattoria-gallo-sabor-champinones-240gr-2/p
masonline,7790070431486,213741,Arroz Largo Fino Lucchetti 1 Kg,Lucchetti,1799.00,,,,https://www.masonline.com.ar/arroz-largo-fino-lucchetti-1kg-2-2/p
masonline,7790070433091,218655,Arroz Parboil Gallo Oro Selección 1 Kg,Gallo,3129.00,,,,https://www.masonline.com.ar/arroz-gallo-oro-1-kg-2-2/p
masonline,7790070431745,215557,Risotto Gallo Pronto Primavera 240gr,Gallo,4399.00,,,,https://www.masonline.com.ar/risotto-gallo-pronto-primavera-240gr-2/p
masonline,7790070418418,219277,Bizcochos Dulces De Arroz Gallo Snacks 50 G,Gallo,1999.00,,,,https://www.masonline.com.ar/bizcochos-dulces-de-arroz-gallo-snacks-50-g-2/p
masonline,7790070431578,213270,Arroz Gallo Doble Carolina Selección 1 Kg,Gallo,3829.00,,,,https://www.masonline.com.ar/arroz-gallo-doble-carolina-seleccion-1kg-2/p
masonline,7790070431509,214790,Arroz Parboil Lucchetti 1 Kg,Lucchetti,2099.00,,,,https://www.masonline.com.ar/arroz-lucchetti-parboil-1-kg-2/p
masonline,7790070431738,215556,Risotto Gallo Pronto A La Española 240 G,Gallo,4399.00,,,,https://www.masonline.com.ar/risotto-gallo-pronto-a-la-espanola-240gr-2/p
masonline,7790070100757,220053,Gelatina Exquisita Sabor Naranja 40 G,Exquisita,1199.00,,,,https://www.masonline.com.ar/gelatina-exquisita-sabor-naranja-40-g-2/p
masonline,7790070432858,218660,Brownies Exquisita De Chocolate 425 G,Exquisita,4999.00,,,,https://www.masonline.com.ar/brownies-exquisita-de-chocolate-425-g-2/p
masonline,7790070432988,218661,Bizcohuelo Exquisita Sabor Naranja 540 G,Exquisita,3679.00,,,,https://www.masonline.com.ar/bizcohuelo-exquisita-sabor-naranja-540-g-2/p
masonline,7790070100719,218540,Gelatina Exquisita Sabor Frutilla 40 G,Exquisita,1199.00,,,,https://www.masonline.com.ar/gelatina-exquisita-sabor-frutilla-40-g-2/p
masonline,7790070100733,218532,Gelatina Exquisita Sabor Frambuesa 40 G,Exquisita,1199.00,,,,https://www.masonline.com.ar/gelatina-exquisita-sabor-frambuesa-40-g-2/p
masonline,7790070432964,218534,Bizcochuelo Exquisita Sabor Vainilla 540 G,Exquisita,3679.00,,,,https://www.masonline.com.ar/bizcochuelo-exquisita-sabor-vainilla-540-g-2/p
masonline,7790070432971,218544,Bizcochuelo Exquisita Sabor Chocolate 540 G,Exquisita,4469.00,3299.00,sim,,https://www.masonline.com.ar/bizcochuelo-exquisita-sabor-chocolate-540-g-2/p
masonline,7790070433169,218536,Pan Rallado Preferido 500 G,Preferido,1889.00,,,,https://www.masonline.com.ar/pan-rallado-preferido-500-g-2/p
